merit,0101,メリット
bank,011,バンク
counter,001100,カウンター
ranking,011011,ランキング
block,1010,ブロック
down,001,ダウン
art,11,サルト
skirt,1001,スコート
film,011,フィルム
original,1010101,オリジナル
milli,0010,ミリ
work,001,ワーク
cable,0110,ケーブル
no,0,ノー
driver,10100,ドライバー
camp,011,キャムプ
simple,01110,シンプル
orange,10110,オレンジ
pool,001,プール
support,001000,サポ
player,10100,プレーヤー
cell,010,セル
timing,01011,タイミング
pass,010,パス
memory,01010,メモリー
world,0011,ワールド
goal,001,ゴール
black,1010,ブラック
vitamin,010101,ビタミン
fashion,010001,ファッション
share,0000,シェア
server,00100,サーバー
animation,10101001,アニメーション
to,0,ツー
by,0,バイ
out,01,アウト
interview,11001000,インタビュー
option,11001,オプション
double,00110,ダブル
ticket,00100,チケ
item,101,アイテム
install,111010,インストール
debut,0100,デビュー
channel,000100,チャン
belt,011,ベルト
school,10001,スクール
story,1010,ストーリー
diet,011,ダイエット
suit,001,スーツ
disc,011,ディスク
milk,011,ミルク
salaryman,00000101,リーマン
switch,00100,スイッチ
machine,010010,マシン
tunnel,01101,トンネル
panel,0101,パネル
report,01000,レポ
boom,001,ブーム
life,010,ライフ
date,010,デーツ
mouse,0010,マウス
folder,01100,フォルダー
ice,10,アイス
approach,1010010,アプローチ
two,00,ツー
rock,010,ロック
bubble,01010,バブル
land,011,ランド
cafe,010,カフェ
all,10,オール
laser,0100,レーザー
lympic,01101,オリンピック
area,100,マレア
guide,0010,ガイド
gasoline,0101010,ガソリン
lead,001,リード
real,001,レアル
pace,010,パーチェ
knife,0010,ナイフ
sun,01,サン
jacket,00100,ジャケ
dam,01,ダム
millilitre,001010110,ミリリットル
massage,010010,マッサージ
rbeit,1001,アルバイト
field,0011,フィールド
le,0,ル
clear,0100,クリア
short,0001,ショート
print,1011,プリント
owner,0100,オーナー
hard,001,ハード
juice,0010,ジュース
front,1011,フロント
tennis,00101,テニス
park,001,パーク
make,010,メーク
ring,011,リング
chain,0001,チェーン
boy,01,ボーイ
peak,001,ピーク
litre,0110,リットル
range,0110,レンジ
sofa,010,ソファー
family,01010,ファミリー
hectare,011010,ヘクタール
lunch,0110,ランチ
guitar,00100,ギター
character,00000100,キャラ
global,10101,グローバル
convenience,0110100110,コンビニエンス
dress,1010,ドレス
parts,0010,パーツ
light,0010,ライト
road,001,ロード
enquete,110010,アンケート
brake,1010,ブレーキ
bottle,01010,ボトル
master,01100,マスター
piece,0010,ピース
stand,1011,スタンド
volume,01010,ボリューム
robot,0100,ロボ
red,01,レッド
manager,010100,マネージャー
frame,1010,フレーム
career,01000,キャリア
illustration,01011101001,イラストレーション
bench,0110,ベンチ
over,100,オーバー
market,00101,マーケット
ribbon,00101,リボン
hint,011,ヒント
post,011,ポスト
curtain,001001,カーテン
city,010,シティー
big,01,ビッグ
recipe,01010,レシピ
map,01,マップ
seminar,010100,セミナー
inyl,101,バイナル
management,010101011,マネージメント
elevator,1010100,エレベーター
download,0011001,ダウンロード
action,11001,アクション
head,010,ヘッド
circle,00110,サークル
link,011,リンク
spot,101,スポット
allergie,0101100,アレルギー
security,0101010,セキュリティー
schedule,1001010,スケジュール
smooth,10010,スムーズ
baby,010,ベビー
episode,101010,エピソード
boat,001,ボート
plaza,0010,プラ
mat,01,マット
opera,1010,オペラ
shot,001,ショット
heart,0001,ハート
long,011,ロング
jupon,0101,ズボン
missile,010010,ミサイル
monitor,010100,モニター
lesson,01001,レッスン
manual,01001,マニュアル
board,0010,ボール
you,00,ユー
calorie,010100,カロリー
cycle,0110,サイクル
tank,011,タンク
partner,001100,パートナー
first,0011,ファースト
rate,000,レア
cabbage,010100,キャベツ
flow,100,フロー
lemon,0101,レモン
de,0,ド
book,001,ブック
photo,0010,フォト
cash,010,キャッシュ
pipe,010,パイプ
kilocalorie,0101010100,キロカロリー
chip,001,チップ
paper,0100,ペーパー
log,01,ログ
challenge,00010110,チャレンジ
hair,000,ヘア
rink,011,リンク
manner,00100,マナー
sense,0110,センス
clinic,10101,クリニック
studio,10100,スタジオ
touch,0100,タッチ
microphon,00000110,マイク
inch,110,インチ
couple,01010,カップル
poster,01100,ポスター
lobby,0100,ロビー
handle,01110,ハンドル
multi,1100,マルチ
lucky,0100,ラッキー
salon,0101,サロン
dome,010,ドーム
jazz,010,ジャズ
micro,0110,ミクロ
excel,1110,エクセル
bell,010,ベル
appeal,01001,アピール
get,01,ゲット
campaign,0110001,キャンペーン
stock,1010,ストック
silver,01100,シルバー
artist,01011,アーチスト
lamp,011,ランプ
department,010011011,デパートメント
gold,011,ゴールド
single,01110,シングル
credit,10101,クレジット
shift,0011,シフト
rear,000,リア
goods,0010,グッズ
relax,0101,リラックス
living,01011,リビング
lease,0010,リース
calcium,011001,カルシウム
grand,1011,グランド
performance,0010010110,パフォーマンス
hot,01,ホット
match,0100,マッチ
inflation,11101001,インフレーション
eco,10,エコ
shopping,0010011,ショッピング
plate,1010,プレート
auto,010,オート
database,0101010,データーベース
rope,010,ロープ
column,01010,コラム
lymph,0110,リンパ
straight,1010010,ストレート
major,0100,メジャー
go,0,ゴー
label,0101,ラベル
tag,01,タグ
mister,01100,ミスター
seven,0101,セブン
tea,00,ティー
talent,01000,タレ
cancel,01101,キャンセル
macro,0110,マクロ
at,1,アット
zone,001,ゾーン
stop,101,ストップ
mask,011,マスク
rental,01101,レンタル
night,0010,ナイト
fruit,1000,フリュイ
gray,100,グレイ
lady,010,レディー
dialogue,0110100,ダイアローグ
curve,0010,カーブ
knit,001,ニット
special,001000,スペ
banana,01010,バナナ
arrange,100110,アレンジ
tent,011,テント
rival,0101,ライバル
kop,01,コップ
town,001,タウン
brush,1010,ブラッシュ
object,11011,オブジェクト
battery,010010,バッテリー
turn,001,ターン
package,001000,パケ
antenna,110010,アンテナ
filter,01100,フィルター
layout,00101,レイアウト
boss,010,ボス
font,011,フォント
rank,011,ランク
gallery,010100,ギャラリー
order,0100,オーダー
round,0011,ラウンド
writer,00100,ライター
shutter,001000,シャッター
van,01,ファン
jet,01,ジェット
lion,011,ライオン
saint,0011,セント
pause,0010,パウゼ
printer,101100,プリンター
impact,11011,インパクト
doctor,01000,ドク
desk,011,デスク
jeans,0011,ジーンズ
classic,101001,クラシック
designer,0100100,デザイナー
icon,101,アイコン
or,0,トーア
fork,001,フォーク
dessert,001001,デザート
claim,1001,クレーム
scale,1010,スケール
deck,010,デッキ
motor,0100,モト
necklace,0101010,ネックレス
screen,11001,スクリーン
counseling,001101011,カウンセリング
position,0101001,ポジション
last,011,ラスト
olive,1010,オリーブ
good,001,グッド
jump,011,ジャンプ
pride,1010,プライド
mile,010,マイル
genre,0110,ジャンル
tab,01,タブ
gate,010,ゲート
boots,0010,ブーツ
three,0100,スリー
station,001000,ステ
sample,01110,サンプル
vision,00101,ビジョン
pomp,011,ポンプ
privacy,101010,プライバシー
error,0101,テロル
swing,0011,スイング
demo,010,デモ
katholiek,01001010,カトリック
junior,01000,ジュニア
cool,001,クール
pamphlet,0101000,パンフ
king,011,キング
sound,0011,サウンド
kit,01,キット
display,011100,ディスプレー
ambodia,010100,カボチャ
catch,0100,キャッチ
tube,010,チューブ
client,10111,クライアント
merican,010101,アメリカン
talk,001,トーク
register,0101100,レジスター
symbol,01101,シンボル
veranda,010110,ベランダ
whisky,00110,ウイスキー
cameraman,01010101,カメラマン
beach,0010,ビーチ
tower,0100,タワー
venture,011000,ベンチャー
scenario,0010100,シナリオ
fund,011,ファンド
guideline,00101010,ガイドライン
browser,100100,ブラウザ
mass,010,マス
journalist,000101011,ジャーナリスト
petit,0100,プチ
catalog,010101,カタログ
motif,0101,モチーフ
walking,001011,ウォーキング
spy,10,スパイ
dial,011,ダイヤル
happy,0100,ハッピー
floor,1000,フロア
idol,101,アイドル
herb,001,ハーブ
street,11001,ストリート
slide,1010,スライド
dragon,10101,ドラゴン
restructuring,011111001011,リストラクチュアリング
sensor,01100,センサー
sub,01,サブ
name,010,ネーム
influenza,11100110,インフルエンザ
tempo,0110,テンポ
magic,0101,マジック
ran,01,ウラン
marathon,0101001,マラソン
combination,0110101001,コンビネーション
pin,01,ピン
private,101010,プライベート
port,001,ポート
bonus,0101,ボーナス
spoon,1001,スプーン
champion,0011001,チャンピオン
pasta,0110,パスタ
compact,011011,コンパクト
keyboard,0010010,キーボード
medal,0101,メダル
botsat,00101,ボサツ
veteran,010101,ベテラン
passport,0101001,パスポート
jelly,0100,ゼリー
solo,010,ソロ
for,00,フォー
concept,011011,コンセプト
view,000,ビュー
target,00101,ターゲット
la,0,ラ
unique,10100,ユニーク
cloth,1010,クロース
rocket,00101,ロケット
call,010,コール
uro,10,ユーロ
money,0100,マネー
store,1000,ストア
speaker,100100,スピーカー
pilot,0101,パイロット
stretch,110100,ストレッチ
unit,101,ユニット
melody,01000,メロ
roll,010,ロール
chicken,000101,チキン
international,110010100101,インターナショナル
casual,01001,カジュアル
marketing,00101011,マーケティング
gym,01,ジム
summit,01010,サミット
damage,01010,ダメージ
amino,1010,アミノ
ing,11,イング
pie,00,ピエ
audio,0100,オーディオ
premium,101001,プレミアム
logotype,0101010,ロゴタイプ
golden,01101,ゴールデン
handkerchief,01010010001,ハンカチーフ
necktie,010100,ネクタイ
music,0101,ミュージック
modern,01001,モダン
mother,01000,マザー
local,0101,ローカル
wrap,001,ラップ
eight,0010,エイト
gun,01,ガン
hand,011,ハンド
helper,01100,ヘルパー
slow,100,スロー
atin,101,ラテン
water,0100,ウォーター
cola,010,コーラ
cookie,00100,クッキー
mineral,010101,ミネラル
gap,01,ギャップ
host,011,ホスト
hedge,0100,ヘッジ
ace,10,エース
spray,1100,スプレー
wide,010,ワイド
dry,10,ドライ
deologie,0010100,イデオロギー
barrier,001000,バリア
wire,010,ワイヤ
interior,1101000,インテリア
calendar,0101100,カレンダー
radar,0100,レーダー
terminal,0010101,ターミナル
accent,11011,アクセント
west,011,ウエスト
national,0100101,ナショナル
standard,1011001,スタンダード
reform,01001,リフォーム
girl,010,ガール
ink,11,インク
backup,01001,バックアップ
shoot,0001,シュート
garden,00101,ガーデン
tiger,0100,タイガー
roman,0101,ロマン
drink,1011,ドリンク
half,010,ハーフ
heel,001,ヒール
press,1010,プレス
provider,1010100,プロバイダー
wagon,0101,ワゴン
accessory,01001000,アクセ
analog,10101,アナログ
sky,10,スカイ
tree,100,ツリー
leadership,001001001,リーダーシップ
pot,01,ポット
identity,1011010,アイデンティティー
sandal,01101,サンダル
total,0101,トータル
mood,001,ムード
panic,0101,パニック
layer,0100,レイヤー
release,010010,リリース
section,011001,セクション
yogurt,01011,ヨーグルト
command,001011,コマンド
akzin,1101,ワクチン
stadium,101001,スタジアム
tension,011001,テンション
drum,101,ドラム
pearl,0010,パール
bowl,001,ボウル
mix,01,ミックス
desktop,011101,デスクトップ
me,0,ミー
clean,1001,クリーン
punch,0110,ポンチ
hero,010,ヒーロー
cap,01,キャップ
skill,1010,スキル
change,00110,チェンジ
router,00100,ルーター
essay,1000,エッセー
core,000,コア
apple,1010,アップル
megabyte,0101010,メガバイト
sale,010,セール
face,010,フェース
pyramid,010101,ピラミッド
pudding,001011,プディング
recorder,0100100,レコーダー
script,11011,スクリプト
meter,0100,メーター
end,11,エンド
gourmet,001100,グルメ
rain,001,レーン
dealer,00100,ディーラー
simulation,010101001,シミュレーション
violin,01101,バイオリン
com,01,コム
contents,0110110,コンテンツ
jam,01,ジャム
follow,00100,フォロー
cast,011,キャスト
bat,01,バット
piment,01010,ピーマン
royal,0101,ロイヤル
potato,01010,ポテト
cooler,00100,クーラー
beam,001,ビーム
pizza,0010,ピザ
forum,0101,フォーラム
chimchi,001100,キムチ
powder,00100,パウダー
producer,1010100,プロデューサー
stone,1001,ストーン
cross,1010,クロス
diagram,011101,ダイヤグラム
pop,01,ポップ
song,011,ソング
trend,1011,トレンド
flower,10100,フラワー
profile,100010,プロフ
cholesterol,0010110101,コレステロール
insulin,110101,インシュリン
natrium,011001,ナトリウム
quiz,001,クイズ
friend,01011,フレンド
flash,1010,フラッシュ
infrastructure,1110111110000,インフラストラクチャー
sharp,0001,シャープ
sweater,000100,セーター
pitch,0100,ピッチ
silk,011,シルク
dining,01011,ダイニング
clip,101,クリップ
sexy,011,セクシー
coin,001,コイン
normal,00101,ノーマル
technology,010101010,テクノロジー
drug,101,ドラッグ
pressure,1010000,プレッシャー
cushion,010001,クッション
denim,0101,デニム
trade,1010,トレード
pre,10,プレ
made,010,メード
regular,010100,レギュラー
angel,1101,エンジェル
law,00,ロー
terrace,001010,テラス
baton,0101,バトン
bacon,0101,ベーコン
battle,01010,バトル
cleaning,1001011,クリーニング
four,001,フール
ndian,1001,インディアン
score,1000,スコア
visa,010,ビザ
spaghetti,10100100,スパゲッティ
graphic,101001,グラフィック
hello,0100,ハロー
is,1,イズ
ava,10,アバ
kick,010,キック
coco,010,ココ
knock,0010,ノック
patrol,01101,パトロール
variety,010010,バラエティー
comic,0101,コミック
deflation,01101001,デフレーション
zoom,001,ズーム
gigabyte,0101010,ギガバイト
mystery,011010,ミステリー
request,010011,リクエスト
format,00101,フォーマット
mission,010001,ミッション
ten,01,テン
bucket,00101,バケツ
academy,101010,アカデミー
tissue,01000,ティッシュ
nuance,00110,ニュアンス
beads,0010,ビーズ
rally,0100,ラリー
pallet,01010,パレット
plant,1011,プラント
drag,101,ドラッグ
be,0,ビー
bridge,10100,ブリッジ
license,010110,ライセンス
tile,010,タイル
volley,00100,バレー
mobile,01010,モビール
apron,1101,エプロン
chat,001,チャット
blouse,10010,ブラウス
break,1001,ブレーク
method,01001,メソッド
magazine,0101010,マガジン
guerrilla,00010010,ゲリラ
trunk,1011,トランク
ferry,0100,フェリー
yoga,010,ヨーガ
natural,010101,ナチュラル
variation,01001001,バリアシオン
concours,0110010,コンクール
vector,01101,ベクトル
penis,0100,ペニ
modem,0101,モデム
rail,001,レール
counselor,00110100,カウンセラー
bay,00,ベイ
enaissance,010010110,ルネサンス
diesel,00101,ディーゼル
express,111010,エクスプレス
rush,010,ラッシュ
review,01000,レビュー
fond,010,フォン
silhouette,010000100,シルエット
romantic,0101101,ロマンチック
direct,01011,ダイレクト
try,10,トライ
contest,011011,コンテスト
slice,1010,スライス
neck,010,ネック
are,00,アー
smart,1001,スマート
captain,010101,キャプテン
walk,001,ウォーク
dressing,1010011,ドレッシング
par,00,パー
lettuce,001010,レタス
device,01010,デバイス
document,0101011,ドキュメント
loop,001,ループ
non,01,ノン
arch,010,アーチ
gay,00,ゲイ
relay,0100,リレー
circuit,000101,サーキット
tone,001,トーン
entry,1110,エントリー
packet,00100,パケ
culture,110000,カルチャー
company,011000,コンパ
dart,001,ダート
sketch,10100,スケッチ
mania,0100,マニア
worker,00100,ワーカー
director,0101100,ディレクター
demerit,010101,デメリット
domain,01001,ドメイン
close,1010,クローズ
chef,001,シェフ
noise,0010,ノイズ
hip,01,ヒップ
steak,1001,ステーキ
stove,1010,ストーブ
patrolcar,01000100,パトカー
ultra,1110,ウルトラ
leisure,010000,レジャー
answer,11000,アンサー
pod,01,ポッド
strap,1101,ストラップ
bath,010,バス
watch,0100,ウォッチ
keep,001,キープ
account,010011,アカウント
dinner,00100,ディナー
dog,01,ドッグ
max,01,マックス
sponge,10110,スポンジ
fur,00,ファー
eatles,01010,ビートル
melon,0101,メロン
less,010,レス
sponsor,101100,スポンサー
dock,010,ドック
liver,0100,レバー
supporter,00100100,サポーター
college,010100,カレッジ
sector,01000,セク
self,011,セルフ
grip,101,グリップ
terrorist,00101011,テロリスト
location,0101001,ロケーション
meeting,001011,ミーティング
container,01100100,コンテナ
dream,1001,ドリーム
navigation,010101001,ナビゲーション
musician,0101001,ミュージシャン
hamburg,011001,ハンバーグ
yacht,0100,ヨット
spec,101,スペック
jungle,01110,ジャングル
pistol,01101,ピストル
rench,0110,フレンチ
plug,101,プラグ
runner,01100,ランナー
parade,01010,パレード
moral,0101,モラル
mall,010,モール
stick,1010,ステッキ
sonata,01010,ソナタ
taste,0110,テースト
loss,010,ロス
sales,0101,セールス
anti,110,アンチ
yellow,00100,イエロー
information,1101001001,インフォメーション
cocktail,0101010,カクテル
corn,001,コーン
trick,1010,トリック
through,001000,スルー
drop,101,ドロップ
alkali,11010,アルカリ
veil,001,ベール
hawk,001,ホーク
journalism,000101011,ジャーナリズム
aura,010,オーラ
cart,001,カート
snack,1010,スナック
sausage,001010,ソーセージ
return,01001,リターン
under,1100,アンダー
coil,001,コイル
dark,001,ダーク
pajamas,010100,パジャマ
pinta,0100,ピン
marine,01010,マリネ
complex,011101,コンプレックス
dot,01,ドット
personal,0010101,パーソナル
flat,101,フラット
header,01000,ヘッダー
slot,101,スロット
ballet,00100,バレエ
science,001110,サイエンス
hill,010,ヒル
fair,000,フェア
homo,010,ホモ
hristao,101101,キリシタン
count,0011,カウント
bolt,011,ボルト
aesthetic,00100100,エステ
mirror,00100,ミラー
atelier,101000,アトリエ
socks,0101,ソックス
little,01010,リトル
caramel,010101,キャラメル
musical,010101,ミュージカル
glove,1010,グローブ
old,11,オールド
heroine,010010,ヒロイン
vocal,0101,ボーカル
rare,000,レア
ozone,1010,オゾン
adult,1011,アダルト
gear,010,ギヤ
task,011,タスク
outlook,011001,アウトルック
alibi,1010,アリバイ
summer,00100,サマー
cassette,0010100,カセット
unday,1100,サンデー
stance,10110,スタンス
hoos,001,ホース
yard,001,ヤード
senior,01000,シニア
pad,01,パット
extract,111011,エクストラクト
carbon,00101,カーボン
nationalism,0100101011,ナショナリズム
leather,001000,レザー
stew,001,シチュー
kid,01,キッド
steel,1001,スチール
dioxin,01111,ダイオキシン
helmet,01000,ヘル
active,11010,アクティブ
speech,10010,スピーチ
tournament,000101011,トーナメント
public,01101,パブリック
right,0010,ライト
refresh,011010,リフレッシュ
lock,010,ロック
pinch,0110,ピンチ
protocol,1010101,プロトコル
basic,0101,ベーシック
cute,010,キュート
square,01010,スコヤ
pedal,0101,ペダル
roentgen,0011101,レントゲン
scan,101,スキャン
ay,0,メイ
metal,0101,メタル
dynamic,010101,ダイナミック
megahertz,01010110,メガヘルツ
stamp,1011,スタンプ
basket,01101,バスケット
letter,01001,レッテル
han,01,ハン
reflex,01101,レフレックス
assessment,010101011,アセスメント
cosmos,01101,コスモス
movie,0100,ムービー
bulb,011,バルブ
parameter,01010100,パラメーター
skate,1010,スケート
pumps,0111,パンプス
research,0100010,リサーチ
grade,1010,グレード
slogan,10101,スローガン
neuron,00101,ニューロン
pulse,0110,パルス
monitoring,010101011,モニタリング
rugby,0110,ラグビー
rich,010,リッチ
gamble,01110,ギャンブル
twin,001,ツイン
fit,01,フィット
sneaker,100100,スニーカー
spa,10,スパ
curriculum,001010101,カリキュラム
pitcher,010000,ピッチャー
commercial,001001001,コマーシャル
sea,00,シー
deep,001,ディープ
punk,011,パンク
fire,000,ファイア
cat,01,キャット
etcetra,110110,エトセトラ
pea,00,ピー
explorer,1110100,エクスプローラー
nurse,0010,ナース
circus,00101,サーカス
champagne,00110010,シャンパン
feedback,0011010,フィードバック
portfolio,00110100,ポートフォリオ
canvas,01101,キャンバス
panda,0110,パンダ
uniform,101001,ユニホーム
running,011011,ランニング
gel,01,ジェル
stainless,01011010,ステンレス
paint,0011,ペイント
country,001110,カントリー
businessman,0101010101,ビジネスマン
preview,101000,プレビュー
positive,0101010,ポジティブ
year,100,イヤー
scandal,101101,スキャンダル
spring,11011,スプリング
nail,001,ネール
tie,00,タイ
think,0011,シンク
health,01010,ヘルス
gender,01100,ジェンダー
negative,0101010,ネガティブ
fantasy,011010,ファンタジー
monster,011100,モンスター
heater,00100,ヒーター
phrase,01010,フレーズ
supplement,010100000,サプリ
locker,01000,ロッカー
wood,001,ウッド
parsley,010100,パセリ
figure,01000,フィギュア
porch,0010,ポーチ
lift,011,リフト
homeless,0101010,ホームレス
mascara,011010,マスカラ
flight,01001,フライト
setting,010011,セッティング
prince,10110,プリンス
wing,011,ウイング
coupdtat,0010100,クーデター
broccoli,1010010,ブロッコリー
wear,001,ウエア
spin,101,スピン
hat,01,ハット
assistant,10011011,アシスタント
agent,1011,エージェント
timely,01010,タイムリー
topic,0101,トピック
eve,10,イブ
custom,01101,カスタム
five,010,ファイブ
young,0011,ヤング
instant,111011,インスタント
tray,100,トレー
hunter,01100,ハンター
rentacar,0110100,レンタカー
carpet,00101,カーペット
grounder,1001100,グラウンダー
minor,0100,マイナー
iron,011,アイアン
garage,01010,ガレージ
age,10,ラーゲ
ankee,1100,ヤンキー
library,011010,ライブラリー
timer,0100,タイマー
alphabet,1100101,アルファベット
stay,100,ステー
knob,001,ノブ
ont,10,モン
scarf,1001,スカーフ
toast,0011,トースト
mental,01101,メンタル
capital,010101,キャピタル
coordinator,0001010100,コーディネーター
trans,1011,トランス
drill,1010,ドリル
vanilla,010010,バニラ
tail,001,テール
youth,0010,ユース
diving,01011,ダイビング
wax,01,ワックス
echo,100,エコー
chorus,00101,コーラス
tune,001,チューン
volleyball,010010010,バレーボール
franc,1010,フラン
berry,0100,ベリー
cursor,00101,カーソル
pickup,01001,ピックアップ
with,010,ウィズ
select,01011,セレクト
from,101,フロム
spice,1010,スパイス
visual,01000,ビジュ
module,01010,モジュール
earth,0010,アース
cotton,01001,コットン
hostess,011010,ホステス
lip,01,リップ
atopy,1010,アトピー
eleven,10101,イレブン
bourgeois,00101000,ブルジョア
mega,010,メガ
manteau,011000,マント
six,01,シックス
session,010001,セッション
colorful,0100101,カラフル
hiking,01011,ハイキング
rs,1,ミセス
morning,001011,モーニング
ksana,0010,セツナ
booth,0010,ブース
les,00,レ
asphalt,110011,アスファルト
quality,001010,クオリティー
shaft,0011,シャフト
paste,0110,ペースト
workshop,0011001,ワークショップ
cutter,01000,カッター
theater,000100,シアター
pek,01,ペンキ
apsel,1101,カプセル
taboo,0100,タブー
attack,01010,アタック
spectre,101110,スペクトル
ris,00,リ
war,00,ウォー
bodhi,0100,ボダイ
pole,010,ポール
marker,00100,マーカー
lounge,00110,ラウンジ
antique,110100,アンティーク
dash,010,ダッシュ
telephone,01001010,テレホン
floppy,10100,フロッピー
pointer,001100,ポインター
talian,01001,イタリアン
cocoa,0100,ココア
roots,0010,ルーツ
wizard,01001,ウィザード
rheumatism,000100100,リューマチ
adapter,101100,アダプター
enom,101,ゲノム
chic,001,シック
boxing,01111,ボクシング
crystal,101101,クリスタル
madam,0101,マダム
museum,01001,ミュージアム
rook,001,ルーク
clutch,10100,クラッチ
turbo,0010,ターボ
recording,01001011,レコーディング
contrast,0111011,コントラスト
final,0101,ファイナル
bull,010,ブル
arm,01,アーム
wedding,001011,ウエディング
puzzle,01010,パズル
signal,01101,シグナル
choice,00010,チョイス
directory,01011010,ディレクトリー
torque,01100,トルク
popular,010100,ポピュラー
messenger,01001100,メッセンジャー
condition,01101001,コンディション
silicon,010101,シリコン
football,0011010,フットボール
fresh,1010,フレッシュ
handicap,0110101,ハンディキャップ
hook,010,ホック
universal,10100101,ユニバーサル
announce,0100110,アナウンス
after,1100,アフター
arte,110,カルテ
engineer,1101000,エンジニア
blend,1011,ブレンド
stitch,10100,ステッチ
bond,011,ボンド
innovation,010101001,イノベーション
samadhi,010000,サンマイ
tulip,0101,チューリップ
